serial,text,sentiment
84,"There is a reason Aristotle placed ""spectacle"" last behind plot, character, etc., in the
elements of drama. This movie is nothing but empty spectacle and cliched thought. A
literal trope fest. BUT THE DIALOG! Jeez? A few humans stay on the planet after the
previous incursion, and a few years later, the entire native culture speaks, thinks, and
behaves like US high-schoolers. Isn't part of settler colonism inflicting foreign culture on
the natives? Who would have thought that foreign culture would be American high-school

attitudes. It was a struggle to make it to the end. I had to keep fast forwarding through
painful dialog scenes.
",negative
85,"Without question, this has the best CG works I have seen in recent movies.. Visuals are
outstanding.. Underwater sequences and the fight scenes felt very real.. And that's all to
it.. Just because it's a visual masterpiece, I cannot spend continuous 12-15 minutes just
watching the underwater animals.. It felt like watching some episode from National
Geographic or Animal planet...

Overall, if you cut 30-40 mins of such parts, you will still not miss anything in the story
line.. First half was mostly to setup the environment and was very lagging .. I was like
/""Okay.. I get it.. it's a great place with different creatures. Now, please move on to the
storyline.."".. Climax fight portion was good but not as great as the Avatar 2009 climax
fight.. After the fight we still get some 5-10 mins of lagging scenes.. ""Come on ... Finish
it already""

A major plot hole that I would think of is the reason for the presence of humans on
Pandora.. What happened to the reason from part 1?! And why all these unnecessary
hunting of someone who already fled the fight?!
",positive
86,"I really wish I could appreciate it for what it is, a demonstration of cutting edge CGI, but
I just couldn't this time. The novelty factor carried the first movie but the sequel
unfortunately doesn't share the same advantage.
",negative
87,"One truly leaves this movie wondering, did they write a rough draft script 13 years ago

and work only on filming and technology during the time between? And why was this
over 3 hours... HA!

Something that is even more unimaginable and incredible than Way of Waters visuals is
the writing negligence. It is so obvious what did and didn't work in the film, It also feels
like these issues should have been hilariously obvious when boarding the screen play or
script reading. There are a lot of these issues too. This feels so much like the disaster of
Lucas's full creative control of the prequels. James does have a reputation for being

intense, but does anyone in his circle have the courage to be like, ""Hey GOAT, this just
doesn't work here...”
",positive
88,"This film is visually stunning. It simply has to be seen on the biggest screen possible in
3d. That's the best way to enjoy this film just let it consume you. The story is one that
most people can get behind and it's enhanced by the visual storytelling on screen. I
haven't looked at the film in detail because so much happened and it was so visually
engulfing. I'm not saying the story is perfect but the 3 hour+ runtime helped flesh out all

of the characters and give the story depth and weight that you only really get with TV
series theses days.
",positive
89,"First off, there is no such thing as a perfect movie because the way we all experience
movies is different. Subjective. I want to say that so people understand I have no
vendetta against this film or it's maker. I only have MY experience with it.
",negative
90,"Technically gorgeous, but the story is similarly emotionally manipulative without
really thinking through the colonial themes, making it recursive of the first - even
with the exact same antagonists, which get more screen time despite that being
used little to no effect, except to perpetuate similar circumstances for the next
movie. How exasperating. LET THE BAD GUY GO FFS. The kid saying bro every five
seconds was excruciating. Why would they have the same vernacular as 20th
century people? Why would the kid have that affectation when no one else uses it?
It's so stupid.

It is bloated, indulgent, and repeats the same criticisms with a bullheaded script
that feels like it knows that and spits in the face of it. The only reason to see the
movie, as with the first, is the CGI. If you've seen any movie about outsiders living
with indigenous people threatened by the same culture, you've seen this movie.
",negative
91,"Avatar 2 is the long-awaited sequel to the 2009 blockbuster Avatar, directed by James
Cameron and starting Sam Worthington as Jake Sully, a former marine who becomes one
of the Na'vi, an alien race living on the planet Pandora.

The first one was like an even more romanticized version of Pocahontas. But did it really
need a sequel? I don't get the box office numbers. Just like almost any movie that makes
over 1 billion dollar. Is it Star Wars, Avengers, Jurassic, Animation flicks and so on. They
all feel the same and all rely on the power of a computer. Just like this one.

The film is a huge disappointment that fails to live up to the hype. Even though I had no
expectations. The story is dull and predictable, the characters are flat and uninteresting,
and the themes are clichéd and preachy. The film relies too much on CGI and spectacle,
but lacks any substance or emotion. The visuals are impressive at times, but also
artificial and repetitive. The film feels like a rehash of the first one, but with less

inality and creativity. Avatar 2 is an overrated and boring film that does not justify its
existence or its budget ($300 million) or only for the producers who get a 2 billion dollar
on so on outcome at the BO. It is still a waste of time and money for anyone who values
good storytelling or meaningful cinema. It is a film that only appeals to fans of blue
people and a fake worlds of CGI. I am so done with these kind of blockbusters. I would
give it 3/10 stars.

 
",negative
92,"The movie while not fantastic storywise was very enjoyable and well worth going to see
it. The visuals where beyond fantastic and makes this years other blockbuster CGI look
like a joke. Would recommended strongly seeing it in 3D, while its mostly a novelty that
because in most cases its done cheaply as a gimmic. Not in this case .The biggest suprise
was how they returned some of the characters from the 1st movie which just fit right in.

You either go see it in the cinema (biggest screen possible) or don't bother watching it at
all. If your thought is to wait and stream it, save yourself 3hrs and don't bother (unless
you have a great home theatre (even then...)
",positive
93,"James Cameron gives James Bond's Thunderball competition on how many underwater
sequences he can fit in a feature length three hour film. As for the movie, it's alright I
guess. Retreads quite a bit from the first film and feels more like style over substance in
places with pretty shots and CGI. I didn't get the emotional impact from this one as much
as the original
",positive
94,"IT's SO DAMN COOL.

The world he and his visual design team have created is truly a work of art... It's
stunningly beautiful, creative and inventive and it makes you want to be there so badly, it
hurts. The action sequences are reliably awesome as always, and there are some truly
heartfelt emotional passages. In all honesty, the story is awfully predictable, and an
almost step-by-step rehash of the first movie. But it's damn near impossible to be
bothered by this, because the magic is there, and it's real. And the whales... Oh my god,
the whales. Or whale-like creatures, anyway. Absolutely spellbinding, The familiar
characters are precisely the same as they were before, and it makes the past 13-year
wait seem like nothing at all. It's like meeting with friends you haven't seen for a while. I
especially love Zoe Saldafia, she was always the shining star of Avatar, and she's just as
mesmerising here, even if her screentime is a bit shorter. The new characters are all
good, strong additions to the whole. Cliff Curtis is very powerful as the Sea People's chief,
and Kate Winslet is absolutely unrecognisable as his mate, which is as big a compliment
as I can think of.
",positive
95,"It's hard to believe the sequel to Avatar has actually come out. After 13 years and what
feels like half-a-dozen delays, it's officially here.

As someone who was surprised by how much that 2009 movie held up on a recent
viewing, and therefore had high expectations for a sequel, I'd say it lived up to the hype.
Maybe it's a little less great, but I'd have to sit with ita little while longer before I could
be sure.

First of all, this movie is long. 192 minutes long. I didn't feel the length, in all honesty. I
got wrapped up in the movie and how it looked and sounded so much that it probably
could have gone on another hour and I still wouldn't have felt restless. It's one of the
best-paced 3+ hour movies I've ever seen... and you could argue it's even paced a little
too fast in the first act, thanks to a time-skip that means the viewer has to be caught up
to speed quickly.
",positive
96,"Fake crying, fake smiles, unnecessary moaning and random CGI shots that instead of
taking the story forward make you forget that you are not watching a cheap documentary
but a Sci-Fi movie...

There is not even one dialogue worth remembering for next 5 minutes, character building
is so bad that director and writers forgot that biggest strength of Navi people was that
they were disciplined and loved their culture. Instead James throws in some teenage
drama queens as if the Human DNA of Jake has totally polluted the Navi DNA and now
they are no different from the nagging and complaining people of New York or Tokyo

Absolutely waste of time and total insult to the intellect of the viewer...
",negative
97,"This sequel has a design and look that matches the first film but it no longer has
the same impact. While the ocean setting brings new creatures for us to marvel at
- it isn't as breathtakingly new as it was 13 years ago.

There are a lot of action set pieces and all of them are great to watch, although
they feel either repetitive or borrowed from previous Cameron films like Titanic.

For me, bringing back both the Grace character and the evil colonel felt too much.
One of them, Grace (Sigorney Weaver), would have been sufficient, the Colonel
could easily have been a brother like in Die Hard 3, although this would require
additional story changes regarding the adolescent « Spider » character. But that
would have been better than the whole « importance of Family » theme running
through everything. Just too much of that for me, as well as let's make sure only
incidental characters die.

The 3D and higher frame rate aspects added nothing extra for me, and at times
made it feel like video and not like a real film - although interestingly this video feel
was not always there like in the Hobbit films, but would come and go.

The story of this film becomes a battle between Jake and the cloned Colonel, with
the rest of the global aspect of Pandora verses Humans dropping by the wayside. It
would have been more interesting if the new antagonist, not a clone of the Colonel,
disobeys his orders from the General and goes AWOL to hunt down Jake - like
Captain Ahab and the white whale.
",positive
98,"It's hard to believe the sequel to Avatar has actually come out. After 13 years and what
feels like half-a-dozen delays, it's officially here.

As someone who was surprised by how much that 2009 movie held up on a recent
",positive
99,"So Avatar 2 needed to entertain audiences of all ages for over 3 hours. Introduce a
huge group of new characters and balance a dozen plot threads. Once again
revolutionise CGI & 3D technology. All while providing a satisfying sequel to the
highest grossing film of all time, after 13 years. This should be impossible. Well
James Cameron is no normal director.
",positive
100,"I can understand that stirring the broth of an old success could be, in the
desolation called post-covid cinema, an appealing idea for trying to hit again the
box office but this was just ""Avatar goes to the sea""... Was it too much to expect at

least one new idea? Some surprise? That at least some of the ingredients of the
old, stale broth would be innovated?
",positive
101,"Very disappointed after watching this movie on a regular theater. I was a big fan of the
first movie and loved that visually stunning material was shared with an excellent script
that had many parallels, The new edition was a pale shadow of the original. I was
underwhelmed by the visuals but that could be because I was watching this in a regular
theater and not 3D. I was most disappointed by lack of story (soul) of this movie. Editing
was rather poor too with scenes being excessively long. Old characters were stale and
new characters were not developed at all. Didn't really form bond with any new
characters. It looked like producer and directors were thinking of something else while
they made this movie. I understand that there might be more sequels but this edition in
itself is not worth the time and the money.
",negative
102,"As a HUGE james Cameron fan make that fans my wife and i were let down it started out
promising but quickly became boring and the story to us seemed to be basically the
repeat of the original just not as good. Part 3 looks to be more of the same this will not
be anywhere near as successful as the 1st film and it took him 13 years WHY?? It had
some brilliant scenes no doubt but after the huge success of the Ast film he should have
pulled his HUGE EGO head out of his ass and made the sequel with 2 -3 years TOPS lord
of the rings BLOWS this trilogy away already and it didnt take 13 years for part 2. I
believe his perfection or OCD or whatever is so way beyond where it needs to be its
creating a limited amount of product and with only 100 percent of his visions. He needs
to move on from avatar and do it quickly I can tell you this part 3 will bomb! It wont do
100 million domestically. On a final note him giving the middle finger to fans that boied
cause he left without acknowledging them or giving autographs shows what a pompous
jerk he us if it wasnt for THOSE fans you wouldn't have the life you have and YOU
WOULDN'T HAVE BEEN AT THAT PREMIER!! WHAT A JERK!!
",positive
103,"I struggled to get through this film. It was just a rehash of the first film, and tired
‘magical natives' tropes, offering nothing in the way of insight and intelligence. The usual
bang bang explosions were there but does anyone really care to watch 3 hours of video
game like action when you're not even a player?
",positive
104,"Avatar: The Way of Water is the cinematic equivalent of a wet fart. It's a bloated,
overhyped, and derivative mess that leaves a bad taste in your mouth. The plot is as thin
as the CGI is thick, and the characters are about as deep as a kiddie pool. The dialogue is
cheesy and cringeworthy, and the acting is about as convincing as a politician's campaign
promises. The special effects are about as groundbreaking as a flip phone, and the 3D is
nothing more than a cheap gimmick to hike up ticket prices. In short, Avatar: The Way of
Water is a cinematic travesty that's about as enjoyable as a root canal. Save your money
and watch paint dry instead. Trust me, you'll thank me later.
",positive
105,"T'll admit this adventure had a few loopholes that I think were done on purpose because
we know the franchise is growing, but this second Avitar movie, not surprisingly worth
that IMAX 3D ticket price in every way possible.
",negative
106,"Also, as it is well documented that it's supposed to be part 2 of a multiple film saga it's so
damn refreshing that the film feels so self contained. It barely sequel baits, focusing
exclusively on this story and has surprisingly genuine stakes as no one truly feels safe or
guaranteed to make it out alive.
",positive
107,"What I really don't understand is why the movie had to run for three hours? Nothing is
gained by doing this. It seems log for the sake of being long.
",negative
108,"In other words, It's first-class trappings on a third class story. It reminds me of a student
who works 30 hours on a 1-hour project and puts all their effort into the art portion that
is really only 10% of the rubric and then fails at the 90% content portion. Look, really
glad you put the effort into it, but it just doesn't have the substance.
",negative
109,"There is not much to say about Avatar 2. The story is banal and fits on a cinema ticket.
This time it is set in water, as the title suggests. Those who have seen part 1 don't
necessarily have to watch this again, it's almost the same film only with children. Things
like this rarely go well, we remember The Mummy ( from 1999). I'm not really looking
forward to part 3 at all, because part 2 set the bar so low. It's an underwater
documentary with a few explosions and the usual drama-inducing scenes as the standard
Hollywood film script dictates. If you haven't succumbed to the schmaltzy-looking CGI
adventure after 1h, you might want to pop back in Terminator 2, a much better action
film and even with a plot that really moves forward based on Part1.
",positive
110,"I need to write another 268 characters for some stupid reason, but really I just feel
worse the more I think about this awful film. The first was okay, not fantastic but okay,
this is just total garbage along the lines of the recent Alien movies, hopefully that is
enough to convince you to save your money.
",negative
111,"Avatar 2 brings us one cliche after another. The dialogues and the storyline are
cringe. The facial expressions - except for that of Neytiri - are unattractive to me
and the voice of Kiri sounds way too old for her age. I guess I'm not the target
audience.
",negative
112,"Okay. I'm just gunna write from my heart here on this one, mainly because that's what
was impacted most by this ""movie"". We call It a movie, but for me, and my ENTIRE
family, sitting in an imax theatre with the sound blasting, the visuals in our faces via the
perfectly implemented real 3D, this was more an experience than just a movie. And I
really feel confident that I'm not exaggerating when I say that.
",positive
113,"I decided to rewatch the first Avatar last night before watching Avatar 2 and I am always
in awe of how stunning the visuals are; it was a crowd-pleaser and more agreeable for
the general audience, However, with the first Avatar, the story was basic and simple---it
was rather forgettable. The thing is, the Avatar franchise has a simple story but it was
told grandly. ‘Avatar: The Way of Water"" was a captivating visual feast, with every
attempt beautifully framed via painstakingly flawless CGI, but the message about
protecting your loved ones is not new to us, but it was ingenious. James Cameron's level
of perfectionism translates to the audience; the details of every frame are precise and I
can't help but wonder how on earth he has done that. It is the simple plot accompanied
by such technical achievement that has always been the formula for almost all of
Cameron's movies, not just Avatar. Simplicity is not a bad thing
",positive
114,"Honestly, your be better watching a David Attenborough documentary, it's far more
interesting and no way near as boring. Most of the film is dire storytelling interspersed
with overwraught battle scenes, you really need to switch off any common sense or
scientific understanding when watching it. Basically Rambo level of stupidity.
",negative
115,"Avatar: The Way of Water is a phenomenal sequel that wisely chooses not surpass the
original in scale and instead offers a more intimate tale focusing on revenge and the
struggle to be a good father whilst still delivering some truly awe inspiring set pieces and
advancing filmmaking technology like never before.
",positive
116,"The much talked about visuals were fine, but so ‘ten years ago', when we cared about
stuff like CGI. Now we're seen it all and this is fine but nothing special.
",positive
117,"But I'm serious. Why was this - obviously - gifted team of creators and their
beautiful dream of a planet wasted on an outdated story like this? (And 1 know war
is still a relevant topic but perhaps that's because we can't stop dreaming it into
existence).
",positive
118,"While being a visual feast for the eyes on the surface level, Avatar: The Way of Water has
nothing beneath the waves to hold viewers for the over three-hour runtime.
",negative
119,"What the f did I just watch? Avatar 2 is probably one of the most boring movies you will
ever see. There is Zero plot, nothing happens throughout the entire movie, and as if that
isn't really bad of itself, they somehow revived all of the characters from the first movie,
on the same mission as in the first movie. The first one actually had a plot even though it
was a really generic one, it is still much better than this. There is no excitement at all
throughout the entire movie, it's basically one long, boring soap opera. The movie had so
much potential, they have created such an exciting universe that could easily be made

many more movies of but after a storyline like this one we are done with the avatar
franchise.
",positive
120,"This film missed the boat by a decade and in that decade they couldn't hire themselves a
writer to fit in sorne semblance of substance and meaning for a 2023 audience. A wasted
effort and a waste of our time and someone's money.
",negative
121,"As a sequel we got a more Indepth lock at the characters from the last movie, which
included some surprising comebacks, and of course we got some new characters as this
story is no longer about Jake Skully's adventure, but the adventure of the family he made
snice we last saw him
",positive
122,"The runtime is beyond 3 hours, and it is readily apparent throughout the movie.
Everything is dragged out except for the story, which is a distant second on the
priority list behind visual effects. Our power couple has a bunch of kids who never
do what they're told, ever. Angry soldier man is back in an avatar because
Cameron couldn't think of a different antagonist, so he implanted soldier guys
memories into an avatar to keep him alive. Humans returned to Pandora to kill Jake
and extract goo from whales. I'm sure the goo had a name but I don't recall what it
was, hopefully it was more thought inducing than..... Unobtainium. Sigh.

 
",negative
123,"As a HUGE james Cameron fan make that fans my wife and i '
promising but quickly became boring and the story to us seen

    
",negative
124,"We went to see Avatar 2 in a beautiful movie theater and looked forward to it.
Never watched the trailer to be honest. And we couldn't make it through the whole
thing. Us and several other people left after 1,5 hours.
",positive
125,"Not to say I did not like the first one cause I did, but It was not the best movie I ever
scene, and this sequel is better than that.
",negative
126,"Some films are just pure escapism and sometimes that's what audiences need, and this
is what Avatar 2 delivered, Avatar 2 doesn't necessarily check all those boxes to become
a great film, but what it does right will offer viewers moments of astonishment, full-body
immersion, and beauty. You can easily watch the movie and points out its mistakes and
flaws, but it is hard to resist the fun and adventure the film delivers throughout its 192
minutes runtime. It is clear that James Cameron is making this movie for a general
audience, and while imperfect, it certainly seems to serve its purpose.
",positive
127,"I'm sorry, but wow. I went into this expecting very little and still walked away
feeling underwhelmed. This movie is beyond tedious and the pretty visuals only
distract you for so long.
",positive
128,"Seriously 8+ ratings??! Have we watched the same movie with the blue and green
monkeys?
",negative
129,"The story is actually not as tight as the original tale, but it's a better story. It just flows
slower than the original. There will be a point for all of us where the story slows down
enough to make you realize you have to go to the bathroom and that's how much you

actually love the film. For me I think that was 12 or 15 minutes before the end credits
rolled. That's pretty good.
",positive
130,"Jake and Neytiri are more or less supporting characters, the focus is on their
children. The movie really shoves the nuclear family agenda down your throat. One
wonders if James Cameron has spent too much time in Pandora to realize that the
world has changed, and a family doesn’t have to be a nuclear family, if one even
decides to start a family in the first place.
",positive
131,"Avatar 2 is a huge disappointment. It is a poor rehashing of the original film with nothing
new to say. The movie is far too long, clocking in at a staggering 3 hours. I found myself
constantly checking my watch, waiting for it to end. The pacing of the film is slow and the
story feels dragged out. The special effects were impressive, but they couldn't save the
film from its lack of substance.
",negative
132,"See it on the biggest screen you can, in 3D, and savour every moment of it.
",negative
133,"First, let's get it out of the way. This movie looks very pretty. The CGI work to make not
only the Navi, but the entire world look realistic is incredibly impressive. Unfortunately,
these fantastic visuals are not presented in any interesting way. The cinematography
leaves much to be desired. It is not bad per se, but nothing is done to uplift the
incredible CGI work. Once the luster of the visuals fade, there is not much to hold the
viewers eye for the rest of the movie. This is also overlooking the strange framerate
issues that pop-up throughout the film. These inconsitencies immediately pull you out of
the experience.
",positive
134,"I liked it, but it wasnt worth waiting 13 years to see. I dont get how it took 13 years for
this to be made. I felt like I was watching Titanic again near the end. It was beautiful, but
lacked any real story or anything new. I guess I was expecting so much more waiting so
long and having to sit in the theater for so long too. I did cry a little, so I gave it 6 stars,
but Finding Nemo was more interesting. The story was weak and cookie cutter I've seen
that before kinda thing. Why couldnt we have more animal fighting? I loved that in the
first one. I just feel so empty and wish I could have some kind of warm fuzzy feeling and
glad I watched it, but I dont think it was worth the wait. I guess I'll be dead before the
3rd Avatar comes out at this rate.
",positive
135,"Utterly boring pathetic attempt to cash In on the original which was far superior in every
way.

Utterly stupid to put Quadritch in an avatar body when he failed and died in the first one.
",negative
136,"The movie tries to replicate the success of the first one but fails in adding anything new
to the story. It is a rehash of the first movie with the same characters and themes. There

are no new ideas. The only thing that changes is the location, but it doesn't add much to
the story.
",negative
137,"The characters have no depth, a big problem when it comes to Jake's identical two
sons. They are impossible to tell apart. 14-year old Sigourney Weaver has almost
no purpose except the ending, same with Spider.
",negative
138,"Its a little disappointing if I'm honest. Even the much touted special effects didn't deliver
the wow of the first film.
",negative
139,"There's a moon that's called Pandora far away, its unique flora and its fauna hold the
sway, keeping everything aligned, a rooted network gives a spine, but vengeful enemies
return, to have their day. The indigenous in this place are called Na'vi, harmonious and
peaceful and they're free, with Jake Sully as their chief, they have the power and belief,
to force adversaries away and make them flee. But these invaders play their cards as.
Avatars, it gives them strength to match the locals and it jars, so Jake moves his family,
away to islands out at sea, taking to the air, while traveling afar.
",positive
140,"What I found interesting is that the hole hoopla of the film is that its filmmaker James
Cameron had to wait the 12 to 13 years for the technology capable to make this film. You
could say the sign of a good director was that I could not tell what that technology was
capable of, but I have to say, visually, that first film was far more outstanding than what I
saw here.
",positive
141,"The main ""stars"" said in a video/trailer that this movie is like the first but on steroids, or
100x more intense than the first one... but hey, what else should they say? They gotta
promote it, right?
",positive
142,"The story is very very basic which leaves plenty of time to get fully emersed into the
world of Pandora. Except after a time that world fails to deliver any great discoveries
compared to the first film. It feels very much a repeat.
",positive
143,"Its entertaining enough to not be a waste of time and the big screen in 3d will be the
best way to see it, as once the effects are diminished in the lounge room the story, or
lack of it, will come to the fore :)
",positive
144,"The music is forgettable and there is no signature or motif that one remembers,
the ending is underwhelming and unresolved , it implies more of the same in
avatar 3, Sam worthington's acting is stilted, the screenplay is not well written or
exciting, there are no big surprises or twists and there is no humour or relief . My
12 yr old daughter thought it was forgettable and too long. But, it looks amazing;
shame someone can't do something original with this technology.
",positive
145,"Cameron minions will act as if they just watched the second coming of Jesus but this
movie, just like its predecessor, is nothing more than smoke. If filmmaking is all about
wide shots and technological achievement then yes it is the greatest movie of all time.
Unfortunately, some people enjoy deeper movies, with strong narratives, great
performances, deep themes. Avatar 2 offers none of that. James Cameron has once again
achieved something unparalleled: another 3h+ movie with absolutely nothing of
substance. Nothing. It's the same terrible outcome the first one offered wrapped in the
most beautiful package. It's enough for some but I'd like to think those with a little more
intellectual curiosity will see right through the joke this movie is: Dances with Wolves in
Outer Space Part II, Dumber Edition.
",positive
146,"Well, that was.. something. Yes, like everybody else I agree: the visuals were
stunning. That's why it's getting 1 star.
",positive
147,"I'm over 50 and have been a cinephile all my life and frankly the general trend in
sci Fi since Star Wars has been to go big on effects and less devoted to the story
line which all are very similar . Greed , revenge, and a fight sequence at the end
that goes on for ever.
",negative
148,"I wasn't expecting anything from the story seeing as the story in the first movie
was average but fun to watch. So I went in blind. It really felt like a next-gen video
game and if it were a game I would've liked it more - I think. But for me it was just
awful.
",positive
149,"Avatar 2 is no exception. It looks gorgeous , and one has to admire the technology
in rendering such lifelike animation using modern motion capture. This is the part
which I don't mind. The story however is more of the same , the film is too self
indulgent at times and drags on too long . Just because a sequence locks gorgeous
or lots of money has been spent on it, doesn't mean it has to be included.
",positive
150,"patra Re Ren oo Rea eee eee ae
ORC Te RAC Ce CULE Ris MLS aac Cue cc te
eee eee mee aC eo Riemer ee We ees
eur cet aC a mR CR eee eeu BAe Ra
Te en Re Re URC RC ee aCe and
fee Cee Rae ees eM Ree oe ag
RR Reem tm ec eRe ee ee RL lee ay
CTR Rae Come Ra a ae Re Cem ae
Pee ey on en ea eee Re Rm ec  aee
CoC MCS seme Cae uae ume

OTe tee MUN Hu MMR ee Re ek Cu ee ee eee
go on & on but the bottom line is this movie is a big disappointment & not worthy
wasting time & money over.
",negative
151,"I think James Cameron spent equal amounts of the budget on cgi and paying off movie
CURR cena eC Core C uum a er eure ec ce cd
physically painful. Notable lines being ""I'm tied up AGAIN” and ""hiss"" or Zoe Saldana
COT Caer LORE acumen rN RC Ream tea
eee Ce at uCe ck uaa CR enna
Pee emg CR MEU N eRe U eRe OMe RT cette scar
eee UR ene cece Cute once Oe une eee)
NERC U ac ce ena uC Rac Rom enue aula om
Sincerely, someone James Cameron didn't pay to like this movie.
",positive
152,"eee Re Ren a ue ec a em saan
ee ree eer OnM anu Eales

The first hour: the same as avatar 1 The second hour: similar to Finding Nemo The third
Lite Sm oLeT oLe) ME TELL

eee nn ee eu es mee ee RCT TS
PAL Re unt ee eee ee eee ae eins RU Boe
PR ee TSR Me Seu a SN a ee eek ee eee Cr Ee Ted
em eccrine RC ee RU STR thd

fe eer

Ole ROC amentrcee Cuca eR Cm cre
",negative
153,"De eee ean em RU Re LC
Dee i ee CL ean EB um lee anh

Dee a eR Ca Ce CCE eet CULE Coe cee
Cee eee Rue et meta een ae caede ec ya ecunees) ats

CO eR aC a Re Ue RUA ee lo
pO ee eco a ea een cere ee ane
RC a yen ee Cia ae R es a ue MUL he

What an absolutely, mind-bogglingly weak movie this was. Shocking to think this took
ee et anu ss
",negative
154,"Went and saw this in IMAX 3D and this was no where near as good as the first one.

Since the last one Jake & Neytiri now all of a sudden now has a whole family. They
Re Re Reach uC Ree Reds kc Ree orm Came enero
Ree UCR ase eRe ROU ee Moe ata
Cee Cures

The first one had so much of the WOW factor & this one even being over 3 hours
eae CeCe UC ane ea ee es Chaar ROR
eeu muse aCe Carn RUCiuCi ark eum ie
Meee eT oe ea eect eee

Also didn't like how Spider saves his Avatar father character leading up to a 3rd
Fn e a eat ec ain neces
",positive
155,"Cr eee Mee UY Re ecu eer a am Oe RC RC ea)
ee ee a eee Rear a atc a Roce ced
Om Cn SAU RM aCe cert aria CU Nel aim rice Races
eC Rt eae aCe a Recaro RUE Ry
SetURL ee ee Cerna CR Ne amet Mc eect ered
eee Ure Cn nee hs at Ue Cm eee te
Only thing new is visuals. Thats it. 13 years for same old crap. This civilization is
Cee mentrn Meek rs esate
",negative
156,"OCR Rem meee crac Ce

OCU eR Cnn a ACEC RC oem C Om mate ace ec)
PU ReOM ae eR noc ee ten neteek cee cen ch Ce MMR ea
cheesy and cringeworthy, and the acting is about as convincing as a politician's campaign
ECs cct ee eee tat ae cee ce SR a acmenG Riese
Pe RUE Rerc Re ae Car ied ee aCe UR Seed
Pee eRe ager Ce eee R etme iag
Pena eau ea ae Crd Rae ace
",negative
157,"Seer iia eee CR ummm meno Reet Rees ee Ue ie Co)
Dei Pema nn Ma cane eed meu nGa ch mec
Re CU RU ae RO Uc La
really don’t know what happend and can't believe we've been waiting 13 years for this
Cece Ree senna a Ue CeCe a emcee tcs
beautiful, when they show around nature and whales. Nothing else. It is sad to witness
Pea CeCe eM en eon - Rue ACI Rona a ea eel
Ce ce aL a eC ci RU name Rk cones rag

Err
",positive
158,"eT Ru Ree ue Cree net Ree ede RSC)
Peace eta eee cece mtcn et)
Per at Rec Ce MCU crue RCL Sc RUC RM mec cc Rana

Den en cR ea Rc Rica ere ee em
UR eee hae Le eeu meet d
holes than I can explain, meaning the viewer is being punished for over three
EMU RCe Cea mum RUCK Reset cumin ime mari
Cena eee

eC ec RUCR ee UR eon CMa a mC econ CS a5
CCR Somer R ae a muro
",negative
159,"Peer RUC a eee on MC eet acct ene ee
ear MEL eR Ca CMMs eel LMM aCe aR na nT
Ce ene cae cera eaeakcm ennai
Crear Tae

Te eee IC ea CUR Re ac ea ea Te
Pe ee ees aOR auc tee aerate ac)
Pe CUE cuc nc kee Rue enema ea a

NneRe nthe Reem RM ae Ree Rec amt Ee

Deere ens eo ea Rr Renee Me Cy MU ee cee Cc
Pec eee Ce Cm UU oa
",negative
160," 

Pe RC CeCe ee RO a ete st ame Cue]
Ce ea Co aCe eee aor Meer eee MCU ms crac
Preteen eer reek Omer eRe oR ett em Oey
ea ee cre Ue ee Cece a moe a ae ce cae Cnc
feet ee Coulee eR CCR MCR ere meu Reet alla cs
I made him sit through over 3 hours of nothing! Nothing intelligent. Nothing moving.
RCE RCs eum cua LR ny Coe i ecte cae

Re ena eeeruemecn en
",negative
161,"eee Cue an on UCM LY Come nuke met cer Rats
Cor ON Rea Rn SUEUR CSR e rl e|
Cece ee ohn cmt Rance

Eee CRU re Tues e esi ecm Ta aee eta gee eee cc cee)
COUR Ta eee eRe ACME TRC col ese ay
eeu nc unr eae eh Cun Ramee tec Ruy
Creme

Sewer aa Rou Ma Re Cu ae ce ee Renee nto
Beceem uum no Rc aaa Rekeerstgen Cea) Re
Cama ne een Taare Rene aa CmUT Ltd
Neem

En a Re CU ae Ot mC RT ee uo Rea
eur Cuca R Cs
",positive
162,"SR Ee RL em Re ee eee A Tete eR eco
EUR ekg ecco cee Cel

NTU UCR RU ec eC mes rR eT eR Re eae
Creu mC UR UR a et aiken can aura Re ir kes

Stee Rae e eRe Ue arose UNC eT eos
Aer anes

eee Rea ee Seana tune eee eae
eeu me eee Ce Retr a eeu CU Rua Ue aoe e od esc
le ee
",negative
163,"Same movie as before but with higher resolution, not worth it to me! Boring 3 hours and
SOR eRe Cet Rae aM eC ce LR oT cece e ray
Pee ea eu Rte eee Le Renu See Ru cae ces cece ire
es eee See eC mee EN Lee Re eRe Mcrae led
Oe Meu ee re Une etcoaec mmc ha cee Clay
rete umn Cen Car Rayer eee Re Cue a Rene mC anus
Poa UCR eee eon cA eT R numero Rare

teed
",negative
