serial,text,sentiment
43,"This chapter of JW was really amazing; action-packed, compelling, funny and star-filled. 1
was definitely enthralled and it never left you anywhere but on the edge of your seat. I
found it to be engaging, funny, and thrilling while still feeling heartwrenching and
shocking in so many different and unexpected ways. It was a movie that our entire family
enjoyed and I feel Keanu hit the ball out of the park, per usual. This franchise is
summarized in a bittersweet way but the ride is worth the ending nevertheless. Five huge
stars for a wonderful ensemble cast! Loved this movie and really think most fans will too.
",positive
44,"Ridiculous, ultra violent and nearly 3 hours long ‘John Wick: 4° is pure escapism at its
finest. No one goes to see a ""John Wick’ movie for anything remotely close to realistic
fights or gun battles- it's about the body count, hand to hand combat and just how far
the director will take things as John absorbs so much abuse yet hardly comes away with
a scratch!

Tusually avoid movies like this however will admit it took my mind off the daily crap of
life. This one is much better than the last one- Halle Berry's character was more annoyin
to me than a female killing machine complement to Keanu Reeves' character.

There are scenes in Paris, New York and Berlin - topnotch cinematography that surpasse:
the other films. And the fight scenes are well scripted- kudos to the work Reaves and the
stunt people put in to make them outrageously entertaining!

Is this the last film in the series?

Maybe... However if this brings in a ton of money rest assured there will be another one.
",negative
45,"Yes, you can absolutely feel the length, there is no way you wouldn't feel the length,
besides the obvious, nit picky here and there, John Wick: Chapter 4 fills with the best
character in the franchise so far, Bill Skarsg4rd was a menacing great villain, another best
one in the franchise, Donnie Yen was a badass in this rnovie, and Keanu Reeves as the
great John Wick, killing it again in the role, and the rest of the cast were all great, John
Wick: Chapter 4 was the grandest of them all, in terms of a story and action, clocking at
2 hours and 49 minutes, Wick's at his god mode giving some of the most brutal, exciting,
and epic action scene in movie history, as a whole, John Wick: Chapter 4 was really
something else, something that you never seen before, in it's length, the movie offers
you a whole complete story fills with an exciting, intense, brutal, and epic action, great
story, and great characters, it's a hell of a great wild memorable one time movie watch
experience, second best in the franchise below Parabellum and above the rest.
",positive
46,"Wtf, 10s from people? This was the worst one yet and Chapter three sucked ass!
Over, over the top. People dancing while others are killed around them, cars keep
driving on like a damn marry go round even though people are killed like flies. He
survives being hit by a car at full speed not once but 5! Times in 5 minutes. Oh,
and falls from a building (again) and totals the car but just walks off.

And then they try to be funny with the dog biting nuts, him rolling down the stairs
like it's an episode of Family guy.

And to top it all off, the blind guy shoots better than John f'n Wick
Give me a f'n break

The only reason for not giving it a 1* is cus I like Keanu.
",negative
47,"My God! I just got back from a movie theatre and man! Oh man! John Wick : Chapter 4
is the best sequel of the series and one of the greatest action films ever made! You've got
so many amazing stars, awesome fight scenes and stunts with a straight up simple plot
that is kill or be killed in its absolutely biggest way in this spectacular sequel... Keanu
Reeves is always the show stealer as its titular character with his badass performance
and stunts... Ian McShane, Laurence Fishburne and the late, great Lance Reddick reprise
their roles and as usual they were great... Also I've got to say the new cast of the John
Wick franchise, Donnie Yen, Bill Skarsgard, Scott Adkins, Clancy Brown, Hiroyuki Sanada
and the rest of them were all awesome as well... So far I feel this is my number 1 movie
of the year... If you're already a John Wick fan, you're gonna be mindblown in your seats
and if you're not, trust me, you're gonna be a fan soon...
",positive
48,"He should set an example for the rest of the action films, as John Wick's character
is not an ordinary character. I hope a statue of him will be placed inside the
Hollywood Museum. In terms of photography, it is very good and second to none,
as well as accuracy and adjustment on some small things. They have great
capabilities, and we do not forget the sound and other effectsWe waited for John
Wick for a long time, just waiting for the showtime in Iraq cinema, to feel alive
thanks to this elephant. Thank you Keanu Reeves and thank you to everyone who
contributed to this wonderful work, we thank you from the bottom of our hearts.
",positive
49,"im more of a story/plot type of audience and this was just action packed, throw the
storyline right out the window type of movie.

Action junkies...this ones for YOU!

At any rate, this was absolutely horrible writing. For the last 3 Wicks, every decision just
brought him back to square one. Its an endless loop. A writers nightmare when you dont
have a story that progresses.

Where this really shines is the cinematography, and fight choreography. Stunning work by
the everyone on the crew. Pretty amazing the type shots they were able to get in and
had some really good one shots. The fights scenes are awesome but just kinda got old
when the movie is nearly 3 hours long.

 

Entertaining film... would def say it was worth the money.
",positive
50,"The stunt-work is amazing, let's start with that.

Editing is quite nice. So is photography. Acting is not much needed in the movie. At least,
acting is not needed as much as stunts. I mean, the action scenes are - how can I put
this delicately - impossible or borderline fantasy level unless the whole film is in The
Matrix, and also the third film, of course.

The character development does not exist, physics does not defy John Wick ever. The
opposite cannot be said, though.

Even if you turn off your brain and watch, most of it does not make sense, at all.
However, if you are into mindless, illogical action scenes, John Wick is the film for you
One more thing, in a gun fight, if you lose to a guy who cannot see, in brightly lit
environments, maybe you should give up your career as an assassin. If not, you deserve

to get killed in ""action"". One intriguing character was Mr. Nobody, unfortunately, though,
the writers bestowed upon him the part of Martha (Batrnan vs Superman) in this movie.
",negative
51,"Its also ridiculous,. Outrageous, ludicrous, and hilarious. They have uncut action scenes
that last for minutes now. Easily the overall best action stunt movie for the art. Simple
story and Wick indestructible. But so worth it. Fighting up an endless staircase against
innumerable foe to the music of Justice. Bravo. The most imaginative chorography fight
scenes I have ever seen. They push the limit, the intensity, the absolute insanity how can
it not be the perfect action movie created. From fists to firearms this movie does not miss
a beat. The best of the best of the best fight scenes. Take a bow.
",positive
52,"I like to watch people getting killed. Give me a movie where people are getting killed for
3 hours and I'll be happy. Then you've come to the right place in Hollywood. Hollywood is
for the mob what was once the arena in ancient Rome, but the light version, The rabble,
ignorant, feasting on big screens where violence is shown as necessary, tough and sexy.
John Wick is like American porn: do you like chocolate? Then we'll drown you in it. The
film has a total lack of drama, a total lack of imagination and, even worse, a total lack of
humour, After the umpteenth headshot I look bored at my lukewarm popcom. Kenau
Reeves, the Internet's darling of good deeds, plays a depressed killer in a black suit who
does nothing but kill people. A feast to watch for the poor in spirit. Hollywood: we've got
millions and what do we do? Portraying human ugliness like it is sexy.
",negative
53,"This is a tough one. Not only to review, but also to watch. Never before have I seen a
movie where the opponents are so obviously taking turns attacking. There are countless
scenes in this movie where John Wick is fighting multiple opponents and every one
except the one he is currently fighting is dancing around awkwardly in the background
until its their turn to attack. It's infuriating. And it happens constantly throughout the
movie

Now, not everything about the action is bad. Some of the fight scenes are awesome,
mostly the ones where he is fighting someone one on one.

The camera work, scenery, set design are all beautiful. Even the story of this installment
is better than what we had previously. The movie also introduces a couple of fantastic
new characters and the conclusion is quite satisfying.

All that to be completely underminded by the truly atrocious fight choreographies
throughout the movie. They made this an absolute chore to watch at times.
",negative
54,"The story was ok but could have been better flushed out. Fight scenes are great
but they were way too long and so unrealistic. Not nearly as good as the other 3
movies. If they would have given us a little more background on some of the new
characters it would have made more sense and given them more depth. In
previous movies John would use his Krav Magra skills to take down or slow down
someone then a double tap to the head would usually be sufficient. Those fight
scenes were outstanding and believable. Almost all of fights in this movie
ridiculous. People were shot and stabbed several times and looked like they weren't
hurt. How many times did John get hit by a car and just walked away? How many
times do you have to hit someone in the face with nunchucks before they go down
Tused to think John was special. The Baba Yaga. But in this version he is made to
look almost invincible. Really, did they have to get so far away from reality this
time. 1 left somewhat disappointed. Was I watching a movie or a video game?
",positive
55,"I thought I remembered a less caricatural Keanu Reeves (""Yeaaah...”, ""I'll stay..."") and a
more Nobody (2021)-like franchise but JW:C4 really felt like a bad ""kingsman"" mixed
with an equally lousy Hotel Artemis (2018).

And why the sempiternal cliché of the Black supporting character, playing the janitor
what's more, and being the first ""good guy"" to die for absolutely no reason?

Ok, let's review the clichés, then:
Story? So cliché

Cultural misrepresentation? Soo cliché...

Characters? Sooo cliché...

The sketchbook? Soooo cliché...

The dialogues? More than cliché...

 

The Bow-Vs-Assault-Riffle fight choreography? More more than clich

The Sumo-Vs-SWAT-guys fight choreography? More more more than cliché.

 

The Blind-Guy-Vs-Wall chorstumbleography? Unbearably ridiculou

 

The Bullet-Proof-Tan-Business-Suit-Vs-Tiny-Knives fight choreography? More than
unbearably ridiculous...

The Handgun-Vs-The-World fight choreography? Boring...
",negative
56,"So i watched the movie in IMAX. The beginning blew me away already, punch after
punch my head felt like it wanted to explode in the first minute of the film, whole
Theater vibrated and set the mood for the rest of the movie. The action and fight
scenes are incredible. My jaw dropped almost every five minutes into the action,
creative teamwork and deaths, Good acting, and after all this seriousness, there
are some funny moments as well that got a chuckle out of me. Incredible locations
and mood switches, intense moments combined with the IMAX system was just so
dope. Of course there were some unrealistic moments where a normal human
would have been dead already, but it is a movie, so they got to keep Mr. Wick alive
somehow.
",positive
57,"In the words of the man himself ""Walk a mile to avoid a fight but when one starts don't
back down an inch"" - Baba Yaga

John wick series has always been over the top action thriller focusing on getting the
ultimate adrenalin rush to its viewers with best choreography action sequences than
trying to tell the most compelling stories about Stylish assassins.

John Wick chapter 4 does justice to the characters and leaves room for future possibilities
to branch out from the universe of John Wick. The movie keeps you engaged from the
start with Loveable dogs, Guns and a man in black suit who wants to kill everyone. Plus
he actually runs out of bullets and reloads the gun in between fight scenes.

It's astonishing how story is so driven to tell you and remind you again and again that
Wick is the most baddest man in the world, he is called Baba Yaga for a reason

This movie is meant to be watched in a theatre with big screens and loud noises.
Remember Monsieur Wick has fought hard for it period.

Director Chad Stahelski has my gratitude for delivering this masterpiece and explaining
me that without rules we are all animals.
",positive
58,"The culmination of arguably the best action franchise of all time. Keanu Reeves
gives an incredible performance as John Wick as always. From the opening scene
the film grabs your attention and doesn't let it go. Every fight scene (and there is a
lot of them) takes place in the most gorgeous places with stunning almost
otherworldly lighting. The cinematography is insanely good and a treat for the
eyes. Choosing the action set pieces to take place in Osaka to Berlin to Paris gives
the feeling that you as the spectator are being taken on a journey, thereby
justifying the almost 3 hour run time, Donnie Yen's character; Cain and The Tracker
are instant fan favourites and I'm looking forward to seeing more of them in the
future. A fantastic film with a satisfying ending that leaves nothing to be desired.
Well done to everyone invalved. 10/10.
",positive
59,"am a fan of the actor Keanu Reeves from films like ""River's Edge"", ""Dangerous
Liaisons"", ""Bram Stoker's Dracula"", ""Speed"", and ""The Matrix"". And I have recently
watched the three previous John Wick movies on video and I thought they were pretty
good.

Now comes the new movie ""John Wick Chapter Four"" and nothing could prepare me for
how great this movie is. It is easily the best John Wick movie and one of the best action
movies ever made. The director Chad Stahelski and the star Keanu Reeves have outdone
themselves and created an excellent film that is one of the most entertaining movies of
the year as long as you don't mind the nonstop violence.

The movie is violent but beautifully choreographed with colorful and superb production
design. This is the best action movie since ""Raiders of the Lost Ark"" and one of the best
movies of the year.
",positive
60,"This review is not made for a popularity contest, something people tend to do to negative
reactions about stuff they like, is to portray it on themselves and start lashing out. I didnt
expect the movie to score an average 8,3, and I'm sorry, I really didn't like the movie.

Tused to love john wick as a series. 1 was the best, 2 was good, 3 was already too much
action for me and not as fun. 4 is just on steroids, its got almost no story, its less
believable than before, and some of the acting is just so flippin cringe. I left the cinema
after paying 20 euros. My opinion is not at all important when you like a 2-hour long fight
scene with some cringe conversation. But if you like to watch something with story
related content, or something that adds to the world building of the john wick universe,
like 1 and 2 did, then I don't recommend the watch
",positive
61,"John wick chapter 4 has everything an action flick has to offer. The movie runs almost
3hrs and you wouldn't be able to take your eyes off for even a minute.

Bill skarsgard was a nice addition to an already perfect casting. Especially Donnie yen
stood out of ail the others. Also Shamier as Mr, Nobody was fun to watch.

As for the fight sequences, Keanu Reeves has given his everything to it and it reflects
well in the film.

Another standout thing is the cinematography of the movie. It has some brilliant shots
especially the final duel has amazing cinematography.

Overall John wick chapter 4 is undoubtedly one of the best action movies ever made and
will be an absolute treat for the fans.
",positive
62,"I really liked this film. For the first 90 minutes or so. Then, as the body count exceeded
what I thought to be roughly 15 thousand souls, I started to feel like I was missing out
on life, The feeling grew exponentially, with every batch of 5 thousand casualties.

When John Wick began his ascent to the top of Sacré Coeur, where he faced a hundred
new villains (probably the planet's last surviving human male specimens), I considered
leaving, But it was Mr. Nobody yelling his ""balls"" cormmand (whereupon his dog jumps at
a man's crotch, and then urinates over his dead body) that achieved the feat.

On my way home, I reminisced about the good old days, when an action-loaded, far-
fetched but highly entertaining movie could be squeezed into 87 minutes (e.g.
Commande, 1985; btw. 51% of the running time of John Wick: Chapter 4).

Anyway, ChatGPT informs me that ""There is no clear evidence to suggest that watching
stupid films or any other form of entertainment can significantly lower a person's 19,"" so
it’s not all bad. But I lost good lunch money and 3 hours of my life, and there's no refund
on these.
",positive
63,"Given the sad state of Hollywood output these days, this is one of the better offerings
But it does require some suspension of disbelief. You have to believe that 58 year old 175
Ib Reeves is a dangerous man. And that sorta works. You also have to believe that this
franchise was strong enough to merit at least 3 sequels. Jury still out there. And, most
important, you have to believe that the key to making a good film from an essentially
weak and over-done premise is to extend it to 3 grueling hours, and throw lots of money
at it. Donnie Yen steals every scene he is in, and makes you wonder if his semi-
retirement from Asian films was really a good idea? And the writers have stolen tropes
and tricks from a handful of prior productions including KUNG FU (wise sayings); MY
NAME IS NOBODY; VANISHING POINT (radio overlay); THE BLIND SWORDSMAN; THE
GAUNTLET; and of course the first 3 movies in the series. The one quote that best applies
here was left out of the script -- ""in the realm of the blind, the one-eyed man is King"".
(Designated ""IMDb Top Reviewer."" Please check out my list ""167+ Nearly-Perfect Movies
(with the occasional Anime or TV miniseries) you can/should see again and again (1932
to the present))
",negative
64,"A movie completely lacking of a storyline yet with a play time of 2h 45m

The main character is shot hundreds of times at close range and yes we know he is
wearing a cevlar suit, so do his enemies... and nobody thinks to aim for the head ?? And
his enemies are wearing body armor yet are all killed with a single shot mr Wick is hit by
speeding cars at least 6 times in 20 minutes, and unless i am mistaken cevlar doesn't
protect against broken bones yet he gets up and walks away every time... even after
falling from a 3rd story window onto a parked car and onto the street he gets up and
walks away.

And last but not least he falls down 220 stairs and still gets up like nothing happened and
climbs those stairs again

Come on! At least try to make it a bit credible A 5.5 at best.
",positive
65,"If you gonna see only one action movie this year- go to see john wick 4.

Non stop thrilling physical action, the additional martial arts masters / actors scott adkins
and donnie yen definitely takes stuff to the next level

Donnie is always amazing, im huge fan of him from his honk Kong movies, here he pays
a homage to his role on star wars rogue one, and there's also cute homage to guardian of
the galaxy with Klaus, brilliant guest appearance by the berlin berghain legendary
bouncer that only says ""iam Klaus” at ane of the funny moments. The movie doesn't
leave the humor out and there's lots of laughs in between the fighting.

Scott adkins doing a funny and effective role of a bodyguard with nine lives, And there's
also a dog fighter!

Keanu is amazing as always as wick, the man that of you throw away from the door he
will jump on you from the window.

The plot moves fast, the fight in the middle of the highway is unbelievable and there's
lots of jackie chan style stunts that I never saw in a western movie. Maybe consider

bringing him to chapter 5.

One of the best action/ martial arts film ever made.
",positive
66,"Still one of the best action films of the best action film franchise, but I can only give this
one a 9/10 when the first three films all got 10/10's. The main reason is that for this one
being the longest of them all, the plot had more holes and the random new characters
lacked the background they needed.

Throwing in Mr. Nobody was just dumb, as was his story. It was just too random and lazy
especially with all that extra runtime. Having all the opportunities to collect the bounty
was just too easy and took away from all other more deserving assassins to collect, and
more importantly, his reasons for not cashing in were just too ridiculous. Instead of
introducing him as a new character, they should've capitalized more on Fishburne's
character and involved him more in this film, instead of him being a delivery boy, that
was just a huge let-down

And as much as I ove all the action scenes, and they were the best and longest thus far,
they just didn't feel as authentic as the action in all the precious films. Nevertheless, still
an amazing film, it's the writing that could've been better.
",positive
67,"John Wick Chapter 4 is everything you'd want from this tremendously popular franchise. I
would describe it as pure ""choreographed aggression,” like a delicate ballet. But instead
of Swan Lake, this is all about bullets and knives. Incidentally, don't trouble yourself with
a body count. The sheer number and intensity of ""kills"" will truly elude you.

JW4 rather nicely returns for a riot of startling violence tempered by a melange of
perfectly cerebral philosophical moments. Unlike the sardonic ""ultra violence"" of Stanley
Kubrick's, A Clockwork Orange (1971), JW4 is sensibly raw, with just enough creepy
humor to keep you from completely jumping out of your own skin

It doesn't hurt that JW4 has a great cast. Reeves immediately sells Wick & company's
dark commitment with a raw emotion somewhat reminiscent of a Clint Eastwood
Western. The massive emotional exhaustion which unfolds simply adds more gravity to
this newest Chapter. ""Sauce for the goose,"" one might say.

Flaws? Very few. And JW fans won't care. This is what makes cinema so FUN, especially
now that we're all feeling some relief in this post-pandemic world. JW4 is heavy, exciting,
and has plenty of authentic action. You will NOT be disappointed!

 
",positive
68,"The best Wick has have ever been. Chapter 4 is the perfect combination of action styles

(martial arts, samuria, gunfoo, western - it's all there) with a great story, this is a hell of
a time at the movies!

With the price on his head ever increasing, legendary hit man John Wick takes his fight
against the High Table global as he seeks out the most powerful players in the
underworld, from New York to Paris to Japan to Berlin. Wick uncovers a path to defeating
The High Table. But before he can earn his freedom, he must face off against a new
enemy with powerful alliances across the globe and forces that turn old friends into foes.
",positive
69,"This movie has set a really high bar for movies, honestly the best movie and hope it wins
oscar. If you are going to see this movie your attention will fully in the movie and won't
be distracted at all, the action scenes are the best and Suprisingly there is more comedy
than i expected and the dialogues form each character is great. There are obviously some
problems with few parts of the movie but it doesn't affect much to the movie, problems
such as few scenes where it was looking obvious it was cgi but the cinematography made
up for it ,and Secondly it felt like Wicks pistol had unlimited bullets and it did make it feel
a little unrealistic and lastly the end credit disappointed a little bit, we expected the end
credit would be something unexpected and mind-blowing but it did kinda disappoint.

But overall with these problems it still didn't matter as the movie was on another level its
the best chapter out of 1 2 3 and it was worth the wait of 4 years . And might be one of
the best action movie. This movie was loved by the audience in the theatre they enjoyed
every part of the movie the reaction were great The hype about this movie was worth it
and you would want to watch it multiple times.
",positive
70,"I can think of no other series of movies that consistently improves upon itself than the
John Wick series. This fourth installment improves even upon the fantastic third movie.
The action sequences are unparalleled and the martial arts sequences are, as always,
phenomenal. I agree with my fellow reviewers that this is definitely one of the greatest
action movies ever made - as were they all. It is clear that the Director and Production
Team really put a lot of effort into pushing the boundaries of action, and the location of
Paris was used to maximum effect to produce some stunning action sequences. Make the
effort to view this movie at the cinema, as you will get the full cinematic experience that
this film needs to show all of the work put into it.

  
",positive
71,"Clocking in at a bladder-busting three hours, this fourth Johnny Wick movie from
Lionsgate stubbornly sticks to the franchise's formula. The vague plot sees John Wick still
on the run from the High Table, who have not only raised his bounty to $20 million, but
also deconsecrates and destroys any Continental Hotel linked to John's movements, Cue
a number of repetative action setpieces (all happening at night) that are separated by
static dialogue scenes in which characters spout non-stop aphorisms, the first one being
no less than Ned Kelly's ""Such is life.""

Delayed two years by the novel coronavirus pandemic, JOHN WICK 4 has Hong Kong
martial arts cinema legend Donnie Yen co-starring as Zatoichi-style blind swordsman
Caine, an old friend of Wick's. The supporting cast is filled out by Bill Skarsg&rd, Ian
McShane, Clancy Brown, Laurence Fishburne, and Shamier Anderson among others.
Major disappointments are Keanu Reeve's worst ever line readings, and the wimpy melee
fight scenes: punch, kick, chop, stab, pointblank CGI headshot, repeat. But such fare saw
JOHN WICK 3 earn $328 million from a budget of $75 million, so loyal fans should enjoy
it. I reckon it's good for one viewing because of the ending. There's also a scene in the
credits. 6/10 Weet-Bix.
",negative
72,"John Wick is not only a movie, it's a emotion that uncovers a path to defeating The High
Table. But prior he can ear his freedom, Wick must face off against all the odds and a
new enemy with powerful alliances across the globe, With base story the movie prceeds
as John Wick, a professional hitman and assassin who has gained legendary reputation
for his set of skills and is now hunted by the High Table

John returns to NYC and meets with Winston who himself seeking revenge against the
High Table - suggests that John challenge de Gramont to a duel, as winning will free him
of his obligation to the High Table. As per the Table’s traditions, John can only request a
duel on behalf of a crime family; seeing as he previously severed his ties to the Ruska
Roma, John travels to their headquarters in Berlin to receive a new crest marking his
membership to the syndicate.
",positive
73,"I'm gonna have to rewatch this one another day. But I found myself beginning to doze off
repeatedly like an hour 1/2 into the movie. I can't quite put my finger on it. The villain
was definitely boring, the story line and dialogues seemed a bit stretched out. The fight
scenes and overall feel of them didn't quite do it for me like the first 3 movies did. I think
there's gonna be mixed reviews on this one. I felt there were several plot holes. And I'm
in limbo about how I fee! about the ending. It seemed fitting but then also didn't...? Lol.
Idk man I just think some lazy writing went into play on this one.
",negative
74,"My expectations were high specially around the fight sequence but it was disappointing.
Last three chapters had some special sachets | set ups and sequences, the stable fight
scene and the knife fight in the antique store. That was the genius of the movie, even
though you expect it to be a kill fest there was creativity around that preventing it from
being repetitive.

Chapter 4 is just that, pretty much the overdose of the boring sequences from the first 3
chapters.

The other aspect around how much hits and badgering can John take is also puts this in
superhero genre. I mean, he is not captain america for crying out loud.

The storyline holds well though there are crucial pieces missing. How did he find the elder
and was it just to get back the ring? With almost 3 hours duration you expect to cover
that. There are lose ends with a daughter's revenge for her father and John wick letting
his friend die in vein

I feel they could've cut one fight scene to cover these points and competed the movie.
This series had done so well to bring continuity all this time just to drop the ball at the
end!
",negative
75,"eR ea CR MeL Ro me aloo RLSM CMCC ICR elt Meno oem CooL
eee aun aun UCe Cn Ce mcrae ha Lmtse a ates
dialogue. The other actors are superb especially Donnie Yen, who is an actual martial
See un eon Conn acer ace mccim tc uencn eat
Pee eee eR oe

Dea eee ke Reta epee ee CRUCe tale
CO RU Ce CCR vance maer eM ciem Reins

DR er eR Ce Recun uct macnn

cao ce a me aE Can a eC Rcclavet eR Un Cacti
",positive
76,"CaCO A RSS eC een ccm Cee
Pm RUC Rela ice

Constant repetition during fight scenes that add nothing the whole film could've
Pee ae Uma URC Cl ls Rea emia re cee ere aa

ea A RU aR Rate etd
ate nae ee Reet

And such miss use of Lance Reddick in one of his last ever roles.

De eR Ce Ree Oe RU a Rd
Cee

CCRC ES Mae Re eRe Rm Roget e
",negative
77,"eee Se ue oe eM Roo eRe en LC RCs
en Re ker aan aM Cerny
CRU Ue Ree Re RCE ICR eC a eet a Gl oes cee
Pe eC RO te ue een ae ee en cece- te acon Rea
SR eae ee Ce Cee ORC meee crm Terme rl RL um Co a To
Ten een Cee te Sma Cee ea
Oa cea a eee Na ec ecu tt
Ce Renee culos ee he See eek Cresent mu eevee aiid
Cheon tae Creek cc ECM a ca mS Le hac RCC a
Meu Rea ke reece int uence cca
",positive
78,"Chat ater Re Read Me cei ce Reon Ls
Cee een ee Rene eMC Ne ee RC Rent myc
Pee reece OT ec ee eet ae aos Ae meee RM te
Tec meus nec m enhanc aC cue marm cull
one ee CORA ee Reel Laat.) a mae Rae)
OUR eRe CRC a en Ra COR cere a
CR CULE RR Cn enn RnB a nha um u Lt cre
cues
",negative
79,"SR eee URE Cu eee eC OO eC eo ere
ETT ioe

Mere hoc aC Rom Ce cee ge Reece aS
after the other and still does not die. John wick is basically in god mode in the movie.

Se eee CeCe OR Cun eee cian Cuore
Elie i ioe

Recon Rec ac Roa CUM eee gt Reet aS
after the other and still does not die. John wick is basically in god mode in the movie.
Se Ae ee com ce athe ec nuk ok
",positive
80,"PNA RA RC mea key eR oc eia mer Ra) tu

Pec iRS UCR Ra Reece con aceon ie
eric ter Meee cout n

ee ec aera!

Pee CO ae eye a mae eae acid
Peet hn mac ORR ae em ee emcees

SiR Ret mC Mme MACE al Meme ool a Tele me dC Rd
franchise but still ok.

Watching the first action scenes with the so robotic and boring actions... time to retire
ecm etme Tete
",negative
81,"Where do I start ? After fighting & killing about 400 blokes he gets run over by
Peete eR eee RCs eu ere Ce RT CG eee emt)
CORR ees ECL iB ek nc kee eT LeU
arom IE ys reuse

It's insulting your intellect to even imagine him doing all this ? On top of that
Ree RUC URCtLY B eee ee DRL UN  c naa ace eee
even knocked out @ who writes this nonsense? I love Reeves but this time it's too
CCRC ECE ree Tirene Ce TRE Es E nM Ra eto TUT RCo
TeRertm
",negative
82,"It's nothing but overstylised overdone action sequences and comical characters, I walked
One eu eee een ee ane km aCe Mamta
CO ee Rte Rn Ore Beene Cae td
should be a warning to anyone even considering watching this file - JUST DON'T. "" To the
eae eee Con Ree eu oe CR eMC one Lt]
Teen Ce Ue m ure ee Occitan Rena
Pema Ce ero mC ae ene Cmca CCT
Oe Ree Ce oe oman ae LCR e Rcg
CeCe Re cons Rm etme cee tt
",negative
83,"Se Ru MER elm OUTS Re RL Me ke es nes Cece Leh
Spas Ca ona teem e eRe us

Peet ten nes oe a UU CUM ne rcs seinen TIC
Caen eu here Re come em eet e Uta
ee eee ae Cra CIN ae eu Rs meet ed
Dae CP e Ee Rm een ad
Pees Un oe uC R Cau acre cy eeu cee Mcrae cae
",negative
84,"Ue eM LRP ALLL emo doa Cee Ly
Pee uC eC Ree arm Cea eu ei ecn nt
SC URC eC eared eR onc aTe oe S e
Rude ce Coase hie eke Lucia ee mrt meu]
POUR Ree ue CR Ra eeu Meru aro
Peek eu re

CR Re cme cra Oey RCM Rata CR cms
PC eRe Ue or ee LeU om

Pee Ra RCC Re UCN recut Raa) Bd ca)
Ce eet oem ee eel ci mene Mantis ta rec
RCRD uh eam ae hanna mn
Pete eee et LCR cece
",negative
85,"PO ee UCM BCU eee La one ce ere ac
ee Re omen eon eR Re eae eee]
Pe eu e en erence ek Cec aaa ate Ena
Fe Ue enc ae ee che keene ae
Ser Me eee enn ee Me Cc Ai mT Cm Lt as
CO Una MN eee cee me Simms Ta ous oe
Dee es et aces eed eee ae Red oe)
Uae saeco te BOR TORO LEC a ce Cc
Prete ene ees ea Cn ek enn Cm creme
",negative
86,"aC See MO a Co Ra un cee Tu Rcn mie
He will fight against them all alone and will kill them with his weapon. Now he is at the
See a RRC mem eC cece de
Sia Eee nuk Tum Cm Cainer ais iag
Ce nen oe a eee ee Ree ee eCe cee eT
fight against them all alone and will kill them with his weapon. Now he is at the spot D
cet Cn Or ome CRU eS URC Ul Re nme ses
Make yourself a favor a skip this movie. Thank me later.
",negative
87,"Most of the negative reviews cover why this movie is so bad. It's just unbelievably the
PRU Ree Ree md ee ane mene eek mtn ee Rem
ee nae eo eae eu Rte
Een

eee ear CCR aCe Ca IR EOC a a au Cen e
CRU a aT oe RCC tee Om U Cc mt ec aeee el Tue ener
trying to kill Wick could have been soccer moms with no fighting experience, it was that
Cir amu me Ree nth eR ecu i eta Ca Mee: ort Rik Celera)
Dos

Creuse ieee ce eR Uc emer ct Mae a
acting. This will be a forgettable movie. Do yourself a favor and skip it.
",negative
88,,negative
89,"Pee RD RIL on eR Rte UME Come ee ry
OMe ek ete Re Cee ee ae mee Can ad
Cee ce at or eon ae ee eee ee Rome ey
Cae Rumen tes ese RIM eee eee ete Mee elt msg ol
PERCU Es eMC eeu ete aU Rec EUR Le acer etn Cees

DTW eMC re Or MCR oe Ratu Re MUL UT RUST
eee CCR CIM meso eee LR come MU mee ME cL
eC aR nee RRC R RUC R ee RU eau ens
would be still enjoyable, but it's too late to stop this ""cliche train"" starting from John Wick
chapter 3, Nobody, Bullet Train, Violent night, and this John Wick: Chapter 4. I don't
TO ane er Le ee ee Lae ee Un a on
John Wick universe right now.
",negative
90,"eee eC MR eet a Reet Me ae Mel ae enna
PR er tue ern Cece a eae ae MUR rem cud
One Cn aR Le Ce CEM Ra Rec eel ee musi)

Ee eg aes eee RU ROM ree UC Recents ites area
Pelee ee eee Ri Ren en eat ge Omer) Seed
et a ee eee Re eee Rae Ret
Pe RUC Ce CRC eu ROL eee er oe Ra Cnn
",negative
91,"MER ca eee ee SOR Te ee ule ee et eae
Se eee neces eae a

De ae Lee amc ametuer RCs Ly
Rae une eres Mean cern nna etc une tet ie)

CRUG TUR UC RUN mua eee ee RU eee neat

Cues

Cae a CRC eh MR ec eee uu) Rec MR Coa Co
fare Cor Cems ecu REC LUi RCL Ra at)
Ree Re ae me Roun ram ume cna terra
revs ec at RN aed ae eur Um n anon eT!
ment nin

John Wick has more plot armour than James Bond, Jason Bourne and Denzel in The
Trea ater

CaP cee ek Cte a
PRU cu eRe ee ce Cet

There's next to no plot. He wants out and he has te kill his way out. Which he does.
Cem ocole em oR fee Re Ce

eR eee eee cma eee eee RUC ea)
ee Ria
",negative
